DBA Name,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
"White & Blue Market, Inc",5808 W NORTH AVE,FALSE,TRUE,TRUE,5808 W North Ave,CHICAGO,IL,60639.0,2018-10-01,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments:  2-102.14(N): NO EMPLOYEE HEALTH POLICY ON SITE. MUST PROVIDE  PRIORITY FOUNDATION VIOLATION#: 7-38-010. NO CITATION ISSUED.  | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11: NO VOMITOUS AND DIARRHEAL INCIDENT CLEAN UP POLICY AND KIT ON SITE. MUST PROVIDE. PRIORITY FOUNDATION VIOLATION#: 7-38-005. NO CITATION ISSUED.  | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-903.11(A)(B)(D): MUST PROVIDE ALL FOOD STORAGE SHELVING TO BE DESIGNED FOR ADEQUATE FACILITY CLEANING AND BE 6"" OFF THE FLOOR.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12: UNABLE TO SEE THE LOCATION OF THE MOP SINK BACKFLOW PREVENTION DEVICE. MUST PROVIDE.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13: MUST PROVIDE A 4 INCH TALL, NON-POROUS, CORROSION RESISTANT, SMOOTH, EASILY CLEANABLE FLOOR COVING THROUGHOUT FACILITY.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11: MUST PROVIDE WALL COVERING IN AREAS EXPOSED TO SPLASH, DIRT, DUST, OR CONTAMINANTS TO BE A NON-POROUS, CORROSION-RESISTANT, SMOOTH, EASILY CLEANABLE SURFACE.  OBSERVED RAW WOOD THROUGHOUT MUST PROVIDE A SMOOTH EASILY CLEANABLE SURFACE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12(A): OBSERVED EXCESS DIRT/DEBRIS ON THE WALLS AND FLOOR THROUGHOUT FACILITY. MUST DETAIL CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11: OBSERVED HOLES/CRACKS AND PEELING PAINT ON WALLS AND CEILING THROUGHOUT FACILITY MUST FILL ALL HOLES/CRACKS REMOVE PEELING PAINT AND PROVIDE A SMOOTH EASILY CLEANABLE SURFACE.   OBSERVED BROKEN FLOOR TILES THROUGHOUT FACILITY MUST REPLACE AND MAINTAIN.   OBSERVED STAINED AND MISSING CEILING TILES THROUGHOUT FACILITY. MUST REPLACE AND MAINTAIN.        | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-501.14: OBSERVED AN ACCUMULATION OF DIRT/DEBRIS BUILDUP ON THE TOILET ROOM EXHAUST VENTILATION. MUST DETAIL CLEAN AND MAINTAIN.",41.9094239977458,-87.7706472429046,WHITE BLUE MARKET INC,POINT (-87.7706472429046 41.9094239977458),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
"Cicero Quick Stop, Inc",10 S CICERO AVE,FALSE,TRUE,TRUE,10 S Cicero Ave,CHICAGO,IL,60644.0,2018-05-25,No Entry,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED EVIDENCE OF RODENT ACTIVITY AND OUTER OPENINGS NOT RODENT PROOFED. APPROXIMATELY 60 MOUSE DROPPINGS WERE OBSERVED ON THE PET FOOD STORAGE SHELVES AND REAR STORAGE AREA. ALSO, THERE IS A LARGE 6"" GAP IN THE BACK WALL OF THE STORAGE AREA UNDER THE MOP SINK AND A 1/2"" GAP ALONG THE WALLS AROUND THE A/C UNIT. MANAGEMENT INSTRUCTED TO CLEAN AND REMOVE ALL DROPPINGS AND RODENT PROOF THE FACILITY. ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE THE PEST ACTIVITY. SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE THE CARDBOARD USED TO LINE THE FOOD STORAGE SHELVES. PAINT THE RAW WOOD STORAGE SHELVES IN THE REAR STORAGE ROOM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE DUST AND DEBRIS ON THE SHELVES BEHIND THE FRONT COUNTER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOOR THROUGHOUT THE STORE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR THE WALLS AND CEILING DRYWALL AND OPENINGS IN THE REAR STORAGE ROOM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO VENTILATION FAN PROVIDED IN THE WASHROOM. MUST INSTALL. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE PLASTIC CRATES, LITTER AND OTHER ITEMS FROM THE REAR OUTSIDE OF THE STORE.",41.8801463617512,-87.7454125988828,CICERO QUICK STOP INC,POINT (-87.7454125988828 41.8801463617512),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Mid West Groceries,5453 W MADISON ST,TRUE,FALSE,FALSE,5453 W Madison St,CHICAGO,IL,60644.0,2017-12-20,Out Of Business,,41.880174761017,-87.7620344644259,MID WEST GROCERIES,POINT (-87.7620344644259 41.880174761017),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"City Discount Store,Inc.",5411 W MADISON ST,TRUE,FALSE,FALSE,5411 W Madison St,CHICAGO,IL,60644.0,2017-12-20,Out Of Business,,41.8801923544294,-87.7605647566008,CITY DISCOUNT STOREINC,POINT (-87.7605647566008 41.8801923544294),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Romero Food Market,5347 W NORTH AVE,TRUE,FALSE,FALSE,5347 W North Ave,CHICAGO,IL,60639.0,2017-12-13,Pass,,41.90933798763070,-87.7598654241039,ROMERO FOOD MARKET,POINT (-87.7598654241039 41.90933798763071),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Marathon Mart,119 S CICERO AVE,TRUE,FALSE,FALSE,119 S Cicero Ave,CHICAGO,IL,60644.0,2017-12-07,Out Of Business,,41.8785715423974,-87.745060013603,MARATHON MART,POINT (-87.745060013603 41.8785715423974),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Super Giant Groceries, Inc",51475153 W DIVISION ST,TRUE,FALSE,FALSE,5147-5153 W Division St,CHICAGO,IL,60651.0,2017-11-28,Pass,,41.902147222219,-87.7552393884279,SUPER GIANT GROCERIES INC,POINT (-87.7552393884279 41.902147222219),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Gigi'S Quickmart,5050 W CHICAGO AVE,FALSE,TRUE,TRUE,5050 W Chicago Ave,CHICAGO,IL,60651.0,2017-10-13,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALL RAW WOOD MUST BE SEALED. CORRECT AND MAINTAIN.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK AT 3 COMPARTMENT SINK FAUCET MUST BE REPAIRED. CORRRECT AND MAINTAIN.",41.895058346217,-87.7527809046568,GIGIS QUICKMART,POINT (-87.7527809046568 41.895058346217),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Seafood Junction,5300 W MADISON ST,TRUE,FALSE,FALSE,5300 W Madison St,CHICAGO,IL,60644.0,2017-07-20,Out Of Business,,41.880447197368,-87.7577550463485,SEAFOOD JUNCTION,POINT (-87.7577550463485 41.880447197368),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Laramie Mini Market Inc.,338 S LARAMIE AVE,TRUE,FALSE,FALSE,338 S Laramie Ave,CHICAGO,IL,60644.0,2017-05-02,Out Of Business,,41.8755691737192,-87.7550325871563,LARAMIE MINI MARKET INC,POINT (-87.7550325871563 41.8755691737192),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Marathon,5335 W CHICAGO AVE,TRUE,FALSE,FALSE,5335 W Chicago Ave,CHICAGO,IL,60651.0,2017-02-24,Out Of Business,,41.8947894385999,-87.7595472805624,MARATHON,POINT (-87.7595472805624 41.8947894385999),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Village Meat & Grocery,5940 W NORTH AVE,TRUE,FALSE,FALSE,5940 W North Ave,CHICAGO,IL,60639.0,2016-12-02,Out Of Business,,41.9093784697672,-87.7743733929275,VILLAGE MEAT GROCERY,POINT (-87.7743733929275 41.9093784697672),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
M & H Mart,5256 W NORTH AVE,TRUE,FALSE,FALSE,5256 W North Ave,CHICAGO,IL,60639.0,2016-11-21,Pass,,41.909583100962700,-87.7579780530873,M H MART,POINT (-87.7579780530873 41.909583100962706),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Avenue Grocery Mart,4948 W CHICAGO AVE,TRUE,FALSE,FALSE,4948 W Chicago Ave,CHICAGO,IL,60651.0,2016-09-29,Out Of Business,,41.8950791085534,-87.7502051598685,AVENUE GROCERY MART,POINT (-87.7502051598685 41.8950791085534),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Michael Fish House,5622 W DIVISION ST,TRUE,FALSE,FALSE,5622 W Division St,CHICAGO,IL,60651.0,2016-09-15,Out Of Business,,41.9022394189658,-87.7665751971663,MICHAEL FISH HOUSE,POINT (-87.7665751971663 41.9022394189658),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Lake & Cicero Inc.,356 N CICERO AVE,TRUE,FALSE,FALSE,356 N Cicero Ave,CHICAGO,IL,60644.0,2016-08-05,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: LARGE AMOUNT OF ACCUMULATED ICE ON FLOOR, SHELVES AND STOCK IN NORTH SIDE WALK-IN DISPLAY/STORAGE COOLER. MUST REPAIR ANY LEAKS AND REMOVE ALL ICE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: 3RD FLOOR WASHROOM FIXTURES NOT CLEAN. MUST CLEAN AND MAINTAIN SAME. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  CEILING IN POOR REPAIR IN 2ND FLOOR LIQUOR STORAGE ROOM. MUST REPAIR CEILING AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OUTSIDE REAR OF PREMISES WITH ACCUMULATED CRATES AND UNUSED ITEMS. MUST REMOVE ALL FROM OUTSIDE REAR TO PREVENT PEST HARBORAGE. TALL WEEDS AT OUTSIDE REAR DUMPSTER AREA. MUST ELIMINATE WEEDS.",41.8868512629192,-87.7456535196007,LAKE CICERO INC,POINT (-87.7456535196007 41.8868512629192),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Slims Pit Stop Conveience,5841 W DIVISION ST,TRUE,FALSE,FALSE,5841 W Division St,CHICAGO,IL,60651.0,2016-07-13,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE A MOP SINK ON PREMISES,INSTRUCTED TO PROVIDE  | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE A THERMOMETER INSIDE THE (2) 2 DOOR REACH-IN COOLERS",41.901937054154,-87.7721183294982,SLIMS PIT STOP CONVEIENCE,POINT (-87.7721183294982 41.901937054154),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Rufus Full Line Grocery Store & Deli,Llc",5747 W NORTH AVE,TRUE,FALSE,FALSE,5747 W North Ave,CHICAGO,IL,60639.0,2016-06-14,Out Of Business,,41.9092104211989,-87.7701582959356,RUFUS FULL LINE GROCERY STORE DELILLC,POINT (-87.7701582959356 41.9092104211989),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Chicago Deli Grocery, Inc.",5001 W CHICAGO AVE,TRUE,FALSE,FALSE,5001 W Chicago Ave,CHICAGO,IL,60651.0,2015-12-15,Out Of Business,,41.894853869785900,-87.7507649720155,CHICAGO DELI GROCERY INC,POINT (-87.7507649720155 41.894853869785905),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Chicago  Ave  Food Market,5606 W CHICAGO AVE,TRUE,FALSE,FALSE,5606 W Chicago Ave,CHICAGO,IL,60651.0,2015-12-15,Out Of Business,,41.8949581654171,-87.7657181086054,CHICAGO AVE FOOD MARKET,POINT (-87.7657181086054 41.8949581654171),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Greenline Food,336 N LARAMIE AVE,TRUE,FALSE,FALSE,336 N Laramie Ave,CHICAGO,IL,60644.0,2015-11-23,Out Of Business,,41.8867629767228,-87.7554370997335,GREENLINE FOOD,POINT (-87.7554370997335 41.8867629767228),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Marathon,5107 W MADISON ST,TRUE,FALSE,FALSE,5107 W Madison St,CHICAGO,IL,60644.0,2015-11-04,Out Of Business,,41.8802900450691,-87.7529779206078,MARATHON,POINT (-87.7529779206078 41.8802900450691),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Adam & Aram Corporation,5145 W DIVISION ST,FALSE,TRUE,TRUE,5145 W Division St,CHICAGO,IL,60651.0,2015-09-25,Pass W/ Conditions,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: OBSERVED TWO LIVE CATS ON PREMISES IN THE STORAGE ROOM WITH FOOD AND A LITTER BOX; INSTRUCTED THAT NO LIVE ANIMALS ARE ALLOWED IN THE STORE; INSTRUCTED TO REMOVE FROM PREMISES.  CRITICAL VIOLATION 7-38-020 ISSUED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEAN UNDER SHELVES AND IN CORNER AREAS AROUND EQUIPMENT.  SOME FLOOR TILE IN POOR REPAIR; NEED REPLACING.  SOME AREAS OF FLOOR OF RAW WOOD; MUST SEAL OR PAINT FLOOR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DAMAGED CEILING TILES IN REAR OF STORE; REPLACE CEILING TILE WHERE NEEDED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: OBSERVED WASHROOM DOOR NOT SELF CLOSING; MUST INSTALL A SELF CLOSING DEVICE ON DOOR. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO THERMOMETERS OBSERVED IN REFRIGERATION UNIT HOLDING EGGS AND HOT DOGS; INSTRUCTED TO PROVIDE A THERMOMETER FOR REFRIGERATION UNIT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ORGANIZE AND MAINTAIN STORAGE ROOMS; REMOVE UNNECESSARY ITEMS TO AVOID CLUTTER.",41.9021480470885,-87.7551607516485,ADAM ARAM CORPORATION,POINT (-87.7551607516485 41.9021480470885),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
"Express Dollar Store & More, Inc.",4805 W MADISON ST,FALSE,TRUE,TRUE,4805 W Madison St,CHICAGO,IL,60644.0,2015-09-03,Pass W/ Conditions,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED ONE OF TWO WASHROOMS ON PREMISES THAT HAD NO HANDSINK INSIDE AS REQUIRED; INSTRUCTED THAT A HANDSINK MUST BE INSTALLED IN THE WASHROOM ON THE WEST WALL WITH HOT AND COLD RUNNING WATER SOAP AND TOWELS.  CRITICAL CITATION ISSUED 7-38-030 ISSUED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN ALL STORAGE SHELVES IN FRONT AND REAR AREAS AND MAINTAIN TO REMOVE DUST BUILD UP. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOORS THROUGHOUT IN CORNER AREAS AROUND AND UNDER EQUIPMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED SEVERAL WATER STAINED CEILING TILES THROUGHOUT STORE; INSTRUCTED TO REPLACE CEILING TILE WHERE NEEDED.  OBSERVED TWO SMALL HOLES IN THE LOWER WALL IN THE FURNACE ROOM; INSTRUCTED TO SEAL BOTH HOLES AND PROVIDE A WALL COVING ALONG THE WALLBASE WHERE HOLES WERE OBSERVED TO SEAL THE GAP BETWEEN THE FLOOR AND THE WALL.  INSTRUCTED TO CLEAN THE INTERIORS OF THE LIGHT SHIELDS THROUGHOUT TO REMOVE PARTICLES OBSERVED INSIDE. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND THE WASHROOM DOORS NOT SELF CLOSING; MUST PROVIDE SELF CLOSING DEVICES FOR BOTH WASHROOM DOORS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE VENTILATION FAN IN THE WASHROOM ON THE EAST SIDE OF THE BUILDING IS NOT WORKING; MUST REPAIR VENTILATION FAN ON THE CEILING OF THE WASHROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ORGANIZE AND MAINTAIN STORE AND STORAGE AREA; REMOVE UNNECESSARY ITEMS TO AVOID CLUTTER.    INSTRUCTED TO STORE CHEMICALS ON A SHELF AND OFF OF THE FLOOR UNDERNEATH THE MOP SINK IN THE WASHROOM. | 70. NO SMOKING REGULATIONS - Comments: FOUND TWO PLASTIC WATER BOTTLES ON THE REAR STORAGE SHELF WITH CIGARETTE BUTTS INSIDE AND CIGARETTE ASHES INSIDE OF THE EXPOSED HANDSINK IN THE REAR STORAGE AREA; MUST REMOVE BOTTLES AND CLEAN THE INSIDE OF THE SINK.  INSTRUCTED THAT NO SMOKING IS ALLOWED ON PREMISES AT ANY TIME.    CITATION ISSUED 7-32-020(C) PER THE CLEAN INDOOR ORDINANCE. FIRST OFFENSE.",41.8803848886029,-87.7455441063194,EXPRESS DOLLAR STORE MORE INC,POINT (-87.7455441063194 41.8803848886029),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Jordan'S Grocery & Household Goods,5411 W NORTH AVE,TRUE,FALSE,FALSE,5411 W North Ave,CHICAGO,IL,60639.0,2015-02-11,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND NO DRAIN BOARD AT 3 COMPARTMENT SINK. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT BASEMENT. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHTS BURNT OUT INSIDE REACH IN COOLERS. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: FOUND NO THERMOMETERS INSIDE 2 REACH IN COOLERS.",41.9093229464596,-87.7610500208623,JORDANS GROCERY HOUSEHOLD GOODS,POINT (-87.7610500208623 41.9093229464596),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
African 09,5421 W NORTH AVE,TRUE,FALSE,FALSE,5421 W North Ave,CHICAGO,IL,60639.0,2014-10-08,Out Of Business,,41.909318387017,-87.7614256834414,AFRICAN 09,POINT (-87.7614256834414 41.909318387017),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Mama Kemet'S Grocery,5261 W NORTH AVE BLDG,TRUE,FALSE,FALSE,5261 W North Ave Bldg,CHICAGO,IL,60639.0,2014-10-08,Out Of Business,,41.9093643280925,-87.7579181823473,MAMA KEMETS GROCERY,POINT (-87.7579181823473 41.9093643280925),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Candy City & Market,5034 W NORTH AVE,FALSE,TRUE,TRUE,5034 W North Ave,CHICAGO,IL,60639.0,2014-06-03,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Inspector Comments: MUST SEAL RAW WOOD SHELVING UNIT & COUNTER | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Inspector Comments: MUST REPAIR OR REPLACE MISSING WALL BASES & WALL IN REAR AREA & OPENINGS AROUND PIPES LEADING INTO WALLS & CEILINGS.MUST SEAL WALL BASES",41.9096507011389,-87.7526306140482,CANDY CITY MARKET,POINT (-87.7526306140482 41.9096507011389),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Lil Peg'S,5937 W MADISON ST,TRUE,FALSE,FALSE,5937 W Madison St,CHICAGO,IL,60644.0,2014-04-10,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: UNWASHED/GREASES POTS AND PANS ON COUNTER TOP. MUST WASH, RINSE AND SANITIZE POTS AND PANS.    | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE SELF CLOSING DEVICE ON TOILET DOOR. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ARTICLES ON FLOOR, SUCH AS CRATES AND BOXES. MUST LIFT BOXES AND CRATES SIX INCHES OFF FLOOR.",41.8799989501239,-87.7732936280134,LIL PEGS,POINT (-87.7732936280134 41.8799989501239),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Moo & Oink Inc,4848 W MADISON ST,TRUE,FALSE,FALSE,4848 W Madison St,CHICAGO,IL,60644.0,2014-04-02,Out Of Business,,41.8805838853544,-87.7470529413855,MOO OINK INC,POINT (-87.7470529413855 41.8805838853544),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Pic & Pay,4912 W MADISON ST,TRUE,FALSE,FALSE,4912 W Madison St,CHICAGO,IL,60644.0,2014-02-10,Out Of Business,,41.8805663781101,-87.7483511421769,PIC PAY,POINT (-87.7483511421769 41.8805663781101),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Quick Food,5032 W NORTH AVE,TRUE,FALSE,FALSE,5032 W North Ave,CHICAGO,IL,60639.0,2013-07-09,Pass,,41.9096531461915,-87.7524565921832,QUICK FOOD,POINT (-87.7524565921832 41.9096531461915),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Hunaid Foods,5556 W HARRISON ST,TRUE,FALSE,FALSE,5556 W Harrison St,CHICAGO,IL,60644.0,2013-01-22,Out Of Business,,41.8729475327693,-87.7637721908292,HUNAID FOODS,POINT (-87.7637721908292 41.8729475327693),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Eagle Discount,5904 W ROOSEVELT RD,TRUE,FALSE,FALSE,5904 W Roosevelt Rd,CHICAGO,IL,60644.0,2012-08-09,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Inspector Comments: MUST CLEAN ALL SHELVING UNITS IN REACH IN COOLERS,CHIP DISPLAY RACKS,HAND SINK.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Inspector Comments: MUST REPAIR OR REPLACE DAMAGED & MISSING FLOOR TILES & FLOOR THROUGHOUT.MUST CLEAN FLOOR UNDER,AROUND,ALONG WALL BASES & PALLETS.       | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Inspector Comments: MUST REPAIR OR REPLACE STAINED & MISSING CEILING TILES.MUST SEAL HOLES IN WALLS WHERE NEEDED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Inspector Comments: MUST PROVIDE THERMOMETER FOR MILK COOLER | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Inspector Comments: OBSERVED A MASSIVE AMOUNT OF CLUTTER,ARTICLES,THROUGHOUT PREMISES TO ELEVATE,ORGANIZE OFF OF FLOOR & AWAY FROM WALLS.",41.8656008764566,-87.7719202026519,EAGLE DISCOUNT,POINT (-87.7719202026519 41.8656008764566),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
